sgRNA	Gene	T0_rep1	T0_rep2	T12_rep1	T12_rep2
C12orf44_TSS1_+145_g4	C12orf44	335	360	228	216
C12orf44_TSS1_+440_g5	C12orf44	600	592	300	587
C12orf45_TSS1_-243_g1	C12orf45	550	798	523	1166
C12orf45_TSS1_-95_g2	C12orf45	1154	1060	825	885
C12orf45_TSS1_+31_g3	C12orf45	868	850	578	649
C12orf45_TSS1_+150_g4	C12orf45	530	849	592	574
C12orf45_TSS1_+405_g5	C12orf45	585	602	940	840
C12orf49_TSS1_-265_g1	C12orf49	887	639	536	803
C12orf49_TSS1_-79_g2	C12orf49	650	645	763	686
C12orf49_TSS1_+10_g3	C12orf49	942	784	314	436
C12orf49_TSS1_+148_g4	C12orf49	507	514	504	332
C12orf49_TSS1_+405_g5	C12orf49	597	908	728	761
C12orf5_TSS1_-230_g1	C12orf5	483	439	439	528
C12orf5_TSS1_-64_g2	C12orf5	589	480	894	658
C12orf5_TSS1_+5_g3	C12orf5	529	328	556	643
C12orf5_TSS1_+163_g4	C12orf5	811	487	815	728
C12orf5_TSS1_+427_g5	C12orf5	909	769	642	733
C12orf50_TSS1_-239_g1	C12orf50	705	1279	725	1040
C12orf50_TSS1_-78_g2	C12orf50	983	722	573	1087
C12orf50_TSS1_+10_g3	C12orf50	848	773	858	990
C12orf50_TSS1_+139_g4	C12orf50	676	719	632	474
C12orf50_TSS1_+416_g5	C12orf50	796	553	760	591
C12orf52_TSS1_-249_g1	C12orf52	159	185	274	257
C12orf52_TSS1_-69_g2	C12orf52	180	174	200	146
C12orf52_TSS1_+40_g3	C12orf52	144	127	222	328
C12orf52_TSS1_+164_g4	C12orf52	173	115	141	107
C12orf52_TSS1_+427_g5	C12orf52	166	148	114	93
C12orf54_TSS1_-268_g1	C12orf54	558	455	583	360
C12orf54_TSS1_-61_g2	C12orf54	599	734	600	457
C12orf54_TSS1_+32_g3	C12orf54	377	535	365	434
C12orf54_TSS1_+131_g4	C12orf54	435	529	323	435
C12orf54_TSS1_+407_g5	C12orf54	467	289	573	523
C12orf56_TSS1_-261_g1	C12orf56	136	218	136	247
C12orf56_TSS1_-66_g2	C12orf56	155	148	198	139
C12orf56_TSS1_+16_g3	C12orf56	213	151	171	217
C12orf56_TSS1_+160_g4	C12orf56	204	143	169	203
C12orf56_TSS1_+409_g5	C12orf56	238	229	217	210
C12orf57_TSS1_-267_g1	C12orf57	231	224	168	229
C12orf57_TSS1_-83_g2	C12orf57	151	95	80	125
C12orf57_TSS1_+15_g3	C12orf57	99	140	91	87
C12orf57_TSS1_+153_g4	C12orf57	219	153	134	140
C12orf57_TSS1_+424_g5	C12orf57	217	207	132	87
C12orf60_TSS1_-268_g1	C12orf60	653	557	429	577
C12orf60_TSS1_-75_g2	C12orf60	272	297	520	170
C12orf60_TSS1_+38_g3	C12orf60	406	367	294	456
C12orf60_TSS1_+169_g4	C12orf60	506	403	354	652
C12orf60_TSS1_+419_g5	C12orf60	408	286	389	270
C12orf65_TSS1_-253_g1	C12orf65	157	183	192	189
C12orf65_TSS1_-65_g2	C12orf65	178	144	101	175
C12orf65_TSS1_+31_g3	C12orf65	108	186	136	241
C12orf65_TSS1_+164_g4	C12orf65	122	198	117	98
C12orf65_TSS1_+406_g5	C12orf65	308	191	176	213
C12orf66_TSS1_-266_g1	C12orf66	487	330	424	516
C12orf66_TSS1_-71_g2	C12orf66	460	405	634	617
C12orf66_TSS1_+25_g3	C12orf66	229	364	253	614
C12orf66_TSS1_+140_g4	C12orf66	278	387	334	442
C12orf66_TSS1_+420_g5	C12orf66	403	442	414	430
C12orf68_TSS1_-263_g1	C12orf68	919	1051	1051	1249
C12orf68_TSS1_-91_g2	C12orf68	707	661	513	347
C12orf68_TSS1_+35_g3	C12orf68	685	781	842	780
C12orf68_TSS1_+143_g4	C12orf68	656	539	437	889
C12orf68_TSS1_+410_g5	C12orf68	606	476	436	431
C12orf73_TSS1_-252_g1	C12orf73	643	1008	1176	727
C12orf73_TSS1_-73_g2	C12orf73	1042	954	708	371
C12orf73_TSS1_+19_g3	C12orf73	603	820	701	538
C12orf73_TSS1_+153_g4	C12orf73	741	859	513	616
C12orf73_TSS1_+431_g5	C12orf73	766	690	707	818
C12orf75_TSS1_-235_g1	C12orf75	712	849	525	745
C12orf75_TSS1_-96_g2	C12orf75	814	927	416	559
C12orf75_TSS1_+34_g3	C12orf75	408	694	492	1030
C12orf75_TSS1_+154_g4	C12orf75	621	881	827	1209
C12orf75_TSS1_+421_g5	C12orf75	617	830	1090	752
C12orf76_TSS1_-256_g1	C12orf76	561	326	590	266
C12orf76_TSS1_-75_g2	C12orf76	934	917	818	1059
C12orf76_TSS1_+28_g3	C12orf76	619	542	626	656
C12orf76_TSS1_+144_g4	C12orf76	689	507	622	667
C12orf76_TSS1_+425_g5	C12orf76	502	499	376	787
C13orf45_TSS1_-247_g1	C13orf45	1326	773	1059	1427
C13orf45_TSS1_-67_g2	C13orf45	978	988	1404	1356
C13orf45_TSS1_+23_g3	C13orf45	900	1194	837	906
C13orf45_TSS1_+167_g4	C13orf45	623	538	835	506
C13orf45_TSS1_+428_g5	C13orf45	922	667	671	839
C14orf1_TSS1_-268_g1	C14orf1	176	139	179	168
C14orf1_TSS1_-92_g2	C14orf1	148	180	162	194
C14orf1_TSS1_+35_g3	C14orf1	170	184	136	105
C14orf1_TSS1_+166_g4	C14orf1	187	207	197	156
C14orf1_TSS1_+435_g5	C14orf1	229	156	198	177
C14orf105_TSS1_-268_g1	C14orf105	627	655	632	343
C14orf105_TSS1_-84_g2	C14orf105	572	367	381	623
C14orf105_TSS1_+13_g3	C14orf105	402	444	394	424
C14orf105_TSS1_+143_g4	C14orf105	577	432	376	518
C14orf105_TSS1_+440_g5	C14orf105	408	484	249	378
C14orf119_TSS1_-230_g1	C14orf119	438	392	472	669
C14orf119_TSS1_-72_g2	C14orf119	505	644	593	628
C14orf119_TSS1_+10_g3	C14orf119	655	665	481	555
C14orf119_TSS1_+167_g4	C14orf119	1179	712	557	467
C14orf119_TSS1_+434_g5	C14orf119	893	776	750	1245
C14orf132_TSS1_-247_g1	C14orf132	314	425	341	298
C14orf132_TSS1_-97_g2	C14orf132	583	428	498	305
C14orf132_TSS1_+36_g3	C14orf132	479	499	405	281
C14orf132_TSS1_+138_g4	C14orf132	400	337	298	249
C14orf132_TSS1_+427_g5	C14orf132	481	443	378	472
C14orf142_TSS1_-253_g1	C14orf142	809	593	475	607
C14orf142_TSS1_-70_g2	C14orf142	607	942	922	524
C14orf142_TSS1_+33_g3	C14orf142	750	638	728	449
C14orf142_TSS1_+161_g4	C14orf142	549	505	422	401
C14orf142_TSS1_+406_g5	C14orf142	868	678	533	772
C14orf159_TSS1_-264_g1	C14orf159	246	461	298	342
C14orf159_TSS1_-78_g2	C14orf159	287	265	385	216
C14orf159_TSS1_+5_g3	C14orf159	276	225	207	363
C14orf159_TSS1_+156_g4	C14orf159	370	358	230	296
C14orf159_TSS1_+413_g5	C14orf159	240	398	343	250
C14orf166_TSS1_-267_g1	C14orf166	814	756	604	282
C14orf166_TSS1_-82_g2	C14orf166	638	744	724	545
C14orf166_TSS1_+5_g3	C14orf166	347	428	282	384
C14orf166_TSS1_+143_g4	C14orf166	544	509	425	398
C14orf166_TSS1_+409_g5	C14orf166	753	393	607	488
C14orf166B_TSS1_-232_g1	C14orf166B	218	215	162	153
C14orf166B_TSS1_-72_g2	C14orf166B	277	288	252	300
C14orf166B_TSS1_+43_g3	C14orf166B	365	266	358	207
C14orf166B_TSS1_+142_g4	C14orf166B	265	191	290	240
C14orf166B_TSS1_+434_g5	C14orf166B	143	202	133	258
C14orf169_TSS1_-235_g1	C14orf169	582	664	662	830
C14orf169_TSS1_-91_g2	C14orf169	535	632	452	1022
C14orf169_TSS1_+29_g3	C14orf169	632	699	1011	709
C14orf169_TSS1_+132_g4	C14orf169	702	1243	742	810
C14orf169_TSS1_+436_g5	C14orf169	889	1154	843	943
C14orf180_TSS1_-265_g1	C14orf180	120	159	104	225
C14orf180_TSS1_-81_g2	C14orf180	199	115	129	143
C14orf180_TSS1_+33_g3	C14orf180	256	280	288	289
C14orf180_TSS1_+161_g4	C14orf180	206	192	218	219
C14orf180_TSS1_+438_g5	C14orf180	155	363	231	194
C14orf183_TSS1_-244_g1	C14orf183	177	242	158	307
C14orf183_TSS1_-97_g2	C14orf183	211	292	127	244
C14orf183_TSS1_+20_g3	C14orf183	239	248	259	248
C14orf183_TSS1_+159_g4	C14orf183	246	171	135	187
C14orf183_TSS1_+436_g5	C14orf183	206	185	127	194
C14orf2_TSS1_-257_g1	C14orf2	590	697	536	816
C14orf2_TSS1_-85_g2	C14orf2	634	550	479	504
C14orf2_TSS1_+14_g3	C14orf2	693	835	823	428
C14orf2_TSS1_+165_g4	C14orf2	784	487	648	615
C14orf2_TSS1_+418_g5	C14orf2	613	665	672	578
C14orf28_TSS1_-239_g1	C14orf28	724	373	403	823
C14orf28_TSS1_-94_g2	C14orf28	417	612	587	489
C14orf28_TSS1_+34_g3	C14orf28	398	541	508	569
C14orf28_TSS1_+149_g4	C14orf28	694	527	483	441
C14orf28_TSS1_+417_g5	C14orf28	708	926	522	975
C14orf37_TSS1_-252_g1	C14orf37	1008	722	693	920
C14orf37_TSS1_-89_g2	C14orf37	1223	1608	889	1280
C14orf37_TSS1_+10_g3	C14orf37	760	684	1045	574
C14orf37_TSS1_+135_g4	C14orf37	708	1327	789	933
C14orf37_TSS1_+435_g5	C14orf37	568	993	729	982
C14orf79_TSS1_-249_g1	C14orf79	606	389	446	272
C14orf79_TSS1_-77_g2	C14orf79	338	414	226	320
C14orf79_TSS1_+11_g3	C14orf79	342	276	274	364
C14orf79_TSS1_+170_g4	C14orf79	712	668	913	671
C14orf79_TSS1_+408_g5	C14orf79	398	436	422	299
C14orf80_TSS1_-267_g1	C14orf80	803	659	419	421
C14orf80_TSS1_-93_g2	C14orf80	555	731	415	479
C14orf80_TSS1_+24_g3	C14orf80	407	489	164	154
C14orf80_TSS1_+143_g4	C14orf80	450	553	203	186
C14orf80_TSS1_+415_g5	C14orf80	441	496	511	472
C14orf93_TSS1_-254_g1	C14orf93	559	437	531	389
C14orf93_TSS1_-95_g2	C14orf93	381	496	418	625
C14orf93_TSS1_+5_g3	C14orf93	509	445	332	462
C14orf93_TSS1_+141_g4	C14orf93	574	434	395	459
C14orf93_TSS1_+433_g5	C14orf93	908	671	913	393
C15orf26_TSS1_-237_g1	C15orf26	237	194	148	212
C15orf26_TSS1_-60_g2	C15orf26	262	251	274	349
C15orf26_TSS1_+28_g3	C15orf26	230	268	158	184
C15orf26_TSS1_+159_g4	C15orf26	329	292	241	211
C15orf26_TSS1_+418_g5	C15orf26	231	247	329	227
C15orf27_TSS1_-233_g1	C15orf27	212	118	150	190
C15orf27_TSS1_-64_g2	C15orf27	122	150	105	131
C15orf27_TSS1_+14_g3	C15orf27	199	183	159	205
C15orf27_TSS1_+146_g4	C15orf27	158	146	148	106
C15orf27_TSS1_+417_g5	C15orf27	201	111	119	108
C15orf38_TSS1_-262_g1	C15orf38	107	132	97	171
C15orf38_TSS1_-73_g2	C15orf38	185	210	159	182
C15orf38_TSS1_+27_g3	C15orf38	142	202	205	182
C15orf38_TSS1_+132_g4	C15orf38	306	169	232	151
C15orf38_TSS1_+435_g5	C15orf38	167	180	104	148
C15orf39_TSS1_-238_g1	C15orf39	427	516	459	288
C15orf39_TSS1_-72_g2	C15orf39	763	651	509	608
C15orf39_TSS1_+12_g3	C15orf39	1009	597	609	482
C15orf39_TSS1_+165_g4	C15orf39	513	590	498	544
C15orf39_TSS1_+432_g5	C15orf39	528	628	1059	560
C15orf40_TSS1_-255_g1	C15orf40	823	996	759	929
C15orf40_TSS1_-61_g2	C15orf40	973	1201	714	766
C15orf40_TSS1_+42_g3	C15orf40	729	973	1327	1029
C15orf40_TSS1_+163_g4	C15orf40	734	1316	1400	690
C15orf40_TSS1_+435_g5	C15orf40	1078	979	1125	926
C15orf41_TSS1_-267_g1	C15orf41	534	989	1036	1028
C15orf41_TSS1_-96_g2	C15orf41	1067	744	1112	1032
C15orf41_TSS1_+32_g3	C15orf41	965	947	723	668
C15orf41_TSS1_+135_g4	C15orf41	1070	606	915	916
C15orf41_TSS1_+400_g5	C15orf41	1312	983	918	875
C15orf43_TSS1_-245_g1	C15orf43	153	216	367	251
C15orf43_TSS1_-98_g2	C15orf43	208	206	196	233
C15orf43_TSS1_+45_g3	C15orf43	205	291	174	216
C15orf43_TSS1_+169_g4	C15orf43	397	337	287	184
C15orf43_TSS1_+438_g5	C15orf43	248	195	205	209
C15orf48_TSS1_-245_g1	C15orf48	784	581	512	867
C15orf48_TSS1_-70_g2	C15orf48	446	456	311	468
C15orf48_TSS1_+43_g3	C15orf48	298	326	491	636
C15orf48_TSS1_+162_g4	C15orf48	375	365	370	297
C15orf48_TSS1_+436_g5	C15orf48	696	551	436	403
C15orf52_TSS1_-230_g1	C15orf52	521	439	401	603
C15orf52_TSS1_-84_g2	C15orf52	394	453	351	324
C15orf52_TSS1_+11_g3	C15orf52	644	525	432	648
C15orf52_TSS1_+169_g4	C15orf52	512	448	693	323
C15orf52_TSS1_+409_g5	C15orf52	480	491	554	346
C15orf54_TSS1_-264_g1	C15orf54	237	219	103	294
C15orf54_TSS1_-61_g2	C15orf54	372	406	586	319
C15orf54_TSS1_+24_g3	C15orf54	247	455	307	447
C15orf54_TSS1_+136_g4	C15orf54	404	321	351	206
C15orf54_TSS1_+436_g5	C15orf54	340	344	382	546
C15orf56_TSS1_-231_g1	C15orf56	354	238	291	292
C15orf56_TSS1_-88_g2	C15orf56	384	205	320	648
C15orf56_TSS1_+16_g3	C15orf56	316	349	244	353
C15orf56_TSS1_+153_g4	C15orf56	453	411	240	284
C15orf56_TSS1_+414_g5	C15orf56	370	247	287	327
C15orf57_TSS1_-232_g1	C15orf57	451	342	266	445
C15orf57_TSS1_-84_g2	C15orf57	294	444	466	658
C15orf57_TSS1_+7_g3	C15orf57	364	476	391	289
C15orf57_TSS1_+155_g4	C15orf57	448	412	418	293
C15orf57_TSS1_+438_g5	C15orf57	362	305	359	244
C15orf60_TSS1_-256_g1	C15orf60	345	363	285	378
C15orf60_TSS1_-77_g2	C15orf60	360	420	297	352
C15orf60_TSS1_+31_g3	C15orf60	545	499	592	419
C15orf60_TSS1_+151_g4	C15orf60	329	620	441	322
C15orf60_TSS1_+400_g5	C15orf60	364	459	513	210
C15orf61_TSS1_-259_g1	C15orf61	986	746	1217	1429
C15orf61_TSS1_-66_g2	C15orf61	1365	1302	1326	1040
C15orf61_TSS1_+28_g3	C15orf61	930	1226	1187	1226
C15orf61_TSS1_+166_g4	C15orf61	461	416	473	460
C15orf61_TSS1_+401_g5	C15orf61	881	989	1646	818
C16orf11_TSS1_-258_g1	C16orf11	1202	722	1373	1361
C16orf11_TSS1_-95_g2	C16orf11	898	746	637	1032
C16orf11_TSS1_+43_g3	C16orf11	578	786	826	688
C16orf11_TSS1_+139_g4	C16orf11	1315	966	901	1416
C16orf11_TSS1_+408_g5	C16orf11	796	832	404	659
C16orf13_TSS1_-233_g1	C16orf13	595	457	353	432
C16orf13_TSS1_-61_g2	C16orf13	991	746	675	572
C16orf13_TSS1_+40_g3	C16orf13	668	602	511	709
C16orf13_TSS1_+152_g4	C16orf13	918	1472	1056	914
C16orf13_TSS1_+403_g5	C16orf13	398	936	542	780
C16orf45_TSS1_-236_g1	C16orf45	516	444	408	283
C16orf45_TSS1_-91_g2	C16orf45	540	481	517	617
C16orf45_TSS1_+30_g3	C16orf45	547	368	400	579
C16orf45_TSS1_+169_g4	C16orf45	650	564	426	583
C16orf45_TSS1_+426_g5	C16orf45	388	288	493	499
C16orf52_TSS1_-260_g1	C16orf52	886	716	632	853
C16orf52_TSS1_-95_g2	C16orf52	832	857	1084	692
C16orf52_TSS1_+27_g3	C16orf52	682	1008	868	557
C16orf52_TSS1_+143_g4	C16orf52	928	658	859	549
C16orf52_TSS1_+434_g5	C16orf52	633	425	363	482
C16orf54_TSS1_-248_g1	C16orf54	909	754	1077	624
C16orf54_TSS1_-80_g2	C16orf54	747	1067	1013	1003
C16orf54_TSS1_+32_g3	C16orf54	896	531	453	347
C16orf54_TSS1_+157_g4	C16orf54	342	455	520	520
C16orf54_TSS1_+424_g5	C16orf54	996	920	730	549
C16orf55_TSS1_-238_g1	C16orf55	426	424	288	310
C16orf55_TSS1_-75_g2	C16orf55	377	226	389	533
C16orf55_TSS1_+31_g3	C16orf55	292	299	262	285
C16orf55_TSS1_+159_g4	C16orf55	277	576	561	261
C16orf55_TSS1_+402_g5	C16orf55	365	397	380	304
C16orf58_TSS1_-241_g1	C16orf58	483	461	361	480
C16orf58_TSS1_-90_g2	C16orf58	430	483	390	418
C16orf58_TSS1_+5_g3	C16orf58	704	503	541	590
C16orf58_TSS1_+135_g4	C16orf58	554	514	461	547
C16orf58_TSS1_+410_g5	C16orf58	314	404	577	322
C16orf59_TSS1_-253_g1	C16orf59	563	504	620	398
C16orf59_TSS1_-67_g2	C16orf59	974	646	571	600
C16orf59_TSS1_+23_g3	C16orf59	495	583	374	542
C16orf59_TSS1_+166_g4	C16orf59	680	643	572	518
C16orf59_TSS1_+440_g5	C16orf59	495	652	342	569
C16orf62_TSS1_-231_g1	C16orf62	189	245	188	261
C16orf62_TSS1_-100_g2	C16orf62	236	155	329	290
C16orf62_TSS1_+8_g3	C16orf62	316	349	344	234
C16orf62_TSS1_+130_g4	C16orf62	421	317	421	258
C16orf62_TSS1_+410_g5	C16orf62	250	175	292	253
C16orf70_TSS1_-267_g1	C16orf70	456	428	331	433
C16orf70_TSS1_-79_g2	C16orf70	333	401	334	329
C16orf70_TSS1_+20_g3	C16orf70	352	246	252	289
C16orf70_TSS1_+138_g4	C16orf70	336	378	632	491
C16orf70_TSS1_+407_g5	C16orf70	222	213	336	428
C16orf71_TSS1_-247_g1	C16orf71	1256	1071	843	889
C16orf71_TSS1_-91_g2	C16orf71	1027	569	781	1042
C16orf71_TSS1_+27_g3	C16orf71	934	808	744	768
C16orf71_TSS1_+131_g4	C16orf71	972	978	623	1433
C16orf71_TSS1_+432_g5	C16orf71	795	712	466	750
C16orf72_TSS1_-238_g1	C16orf72	413	459	301	268
C16orf72_TSS1_-96_g2	C16orf72	314	330	329	284
C16orf72_TSS1_+45_g3	C16orf72	359	304	298	327
C16orf72_TSS1_+131_g4	C16orf72	384	408	291	184
C16orf72_TSS1_+430_g5	C16orf72	234	364	455	362
C16orf74_TSS1_-248_g1	C16orf74	106	147	108	111
C16orf74_TSS1_-62_g2	C16orf74	175	159	182	277
C16orf74_TSS1_+40_g3	C16orf74	291	229	300	184
C16orf74_TSS1_+140_g4	C16orf74	141	203	236	195
C16orf74_TSS1_+434_g5	C16orf74	119	225	179	160
C16orf78_TSS1_-262_g1	C16orf78	1191	1303	1206	1201
C16orf78_TSS1_-69_g2	C16orf78	830	1147	771	691
C16orf78_TSS1_+34_g3	C16orf78	788	771	849	715
C16orf78_TSS1_+145_g4	C16orf78	896	1241	1102	942
C16orf78_TSS1_+419_g5	C16orf78	1116	1128	835	1049
C16orf80_TSS1_-247_g1	C16orf80	534	578	700	684
C16orf80_TSS1_-68_g2	C16orf80	937	1357	755	816
C16orf80_TSS1_+8_g3	C16orf80	682	588	350	246
C16orf80_TSS1_+152_g4	C16orf80	973	609	519	501
C16orf80_TSS1_+425_g5	C16orf80	741	1231	1192	788
C16orf86_TSS1_-250_g1	C16orf86	775	651	708	839
C16orf86_TSS1_-85_g2	C16orf86	553	367	540	612
C16orf86_TSS1_+27_g3	C16orf86	635	926	463	498
C16orf86_TSS1_+165_g4	C16orf86	357	509	499	534
C16orf86_TSS1_+410_g5	C16orf86	918	512	728	550
C16orf87_TSS1_-257_g1	C16orf87	396	529	460	498
C16orf87_TSS1_-71_g2	C16orf87	525	473	664	507
C16orf87_TSS1_+25_g3	C16orf87	562	364	655	497
C16orf87_TSS1_+168_g4	C16orf87	666	543	404	304
C16orf87_TSS1_+418_g5	C16orf87	477	318	641	640
C16orf89_TSS1_-239_g1	C16orf89	787	753	1490	572
C16orf89_TSS1_-88_g2	C16orf89	1003	810	700	893
C16orf89_TSS1_+27_g3	C16orf89	858	624	610	770
C16orf89_TSS1_+159_g4	C16orf89	653	977	580	849
C16orf89_TSS1_+406_g5	C16orf89	875	633	579	605
C16orf91_TSS1_-244_g1	C16orf91	727	472	823	1033
C16orf91_TSS1_-71_g2	C16orf91	739	565	848	674
C16orf91_TSS1_+26_g3	C16orf91	692	499	549	514
C16orf91_TSS1_+156_g4	C16orf91	693	667	658	568
C16orf91_TSS1_+419_g5	C16orf91	813	788	835	705
C16orf92_TSS1_-247_g1	C16orf92	462	490	404	446
C16orf92_TSS1_-100_g2	C16orf92	755	945	518	694
C16orf92_TSS1_+36_g3	C16orf92	659	646	507	435
C16orf92_TSS1_+139_g4	C16orf92	499	749	603	486
C16orf92_TSS1_+407_g5	C16orf92	1042	945	996	635
C16orf93_TSS1_-233_g1	C16orf93	114	218	216	144
C16orf93_TSS1_-91_g2	C16orf93	158	236	199	202
C16orf93_TSS1_+31_g3	C16orf93	205	248	120	164
C16orf93_TSS1_+159_g4	C16orf93	114	157	147	95
C16orf93_TSS1_+423_g5	C16orf93	220	114	126	173
C16orf95_TSS1_-233_g1	C16orf95	163	166	203	224
C16orf95_TSS1_-86_g2	C16orf95	267	165	134	153
C16orf95_TSS1_+10_g3	C16orf95	139	167	250	178
C16orf95_TSS1_+167_g4	C16orf95	178	174	132	137
C16orf95_TSS1_+400_g5	C16orf95	184	177	183	247
C16orf96_TSS1_-256_g1	C16orf96	384	533	656	517
C16orf96_TSS1_-82_g2	C16orf96	490	530	560	422
C16orf96_TSS1_+30_g3	C16orf96	335	421	288	283
C16orf96_TSS1_+133_g4	C16orf96	762	468	691	866
C16orf96_TSS1_+430_g5	C16orf96	492	532	709	469
C16orf97_TSS1_-270_g1	C16orf97	529	600	472	574
C16orf97_TSS1_-75_g2	C16orf97	506	668	379	449
C16orf97_TSS1_+26_g3	C16orf97	617	568	303	592
C16orf97_TSS1_+146_g4	C16orf97	469	628	500	527
C16orf97_TSS1_+417_g5	C16orf97	451	837	557	535
C17orf103_TSS1_-254_g1	C17orf103	544	860	650	586
C17orf103_TSS1_-93_g2	C17orf103	952	644	513	466
C17orf103_TSS1_+7_g3	C17orf103	747	1200	673	584
C17orf103_TSS1_+134_g4	C17orf103	544	860	854	701
C17orf103_TSS1_+428_g5	C17orf103	632	718	730	740
C17orf104_TSS1_-237_g1	C17orf104	569	483	361	678
C17orf104_TSS1_-78_g2	C17orf104	675	546	362	543
C17orf104_TSS1_+36_g3	C17orf104	419	608	404	303
C17orf104_TSS1_+143_g4	C17orf104	608	572	413	262
C17orf104_TSS1_+407_g5	C17orf104	558	506	421	875
C17orf107_TSS1_-263_g1	C17orf107	1208	1305	936	1639
C17orf107_TSS1_-85_g2	C17orf107	1232	683	508	856
C17orf107_TSS1_+35_g3	C17orf107	1285	825	647	608
C17orf107_TSS1_+144_g4	C17orf107	698	918	551	837
C17orf107_TSS1_+439_g5	C17orf107	696	833	652	989
C17orf47_TSS1_-248_g1	C17orf47	507	598	831	557
C17orf47_TSS1_-90_g2	C17orf47	758	675	702	714
C17orf47_TSS1_+7_g3	C17orf47	852	433	441	579
C17orf47_TSS1_+158_g4	C17orf47	658	897	1209	1075
C17orf47_TSS1_+401_g5	C17orf47	672	591	849	605
C17orf49_TSS1_-267_g1	C17orf49	313	249	198	319
C17orf49_TSS1_-65_g2	C17orf49	225	159	282	240
C17orf49_TSS1_+16_g3	C17orf49	324	235	272	232
C17orf49_TSS1_+131_g4	C17orf49	299	320	332	270
C17orf49_TSS1_+427_g5	C17orf49	290	236	232	182
C17orf50_TSS1_-265_g1	C17orf50	145	182	191	134
C17orf50_TSS1_-70_g2	C17orf50	124	168	122	201
C17orf50_TSS1_+39_g3	C17orf50	246	178	194	166
C17orf50_TSS1_+165_g4	C17orf50	156	243	222	222
C17orf50_TSS1_+405_g5	C17orf50	277	230	185	180
C17orf51_TSS1_-251_g1	C17orf51	529	637	584	560
C17orf51_TSS1_-83_g2	C17orf51	843	599	311	525
C17orf51_TSS1_+23_g3	C17orf51	563	631	664	588
C17orf51_TSS1_+169_g4	C17orf51	460	375	554	492
C17orf51_TSS1_+405_g5	C17orf51	436	511	504	404
C17orf53_TSS1_-245_g1	C17orf53	882	901	726	1163
C17orf53_TSS1_-86_g2	C17orf53	919	876	885	945
C17orf53_TSS1_+37_g3	C17orf53	793	811	578	780
C17orf53_TSS1_+157_g4	C17orf53	776	704	762	553
C17orf53_TSS1_+404_g5	C17orf53	730	648	1021	777
C17orf58_TSS1_-230_g1	C17orf58	375	298	387	641
C17orf58_TSS1_-99_g2	C17orf58	350	376	259	615
C17orf58_TSS1_+12_g3	C17orf58	582	460	610	538
C17orf58_TSS1_+165_g4	C17orf58	596	758	285	549
C17orf58_TSS1_+420_g5	C17orf58	280	247	395	256
C17orf59_TSS1_-260_g1	C17orf59	444	475	377	400
C17orf59_TSS1_-90_g2	C17orf59	1139	818	669	964
C17orf59_TSS1_+13_g3	C17orf59	781	525	973	701
C17orf59_TSS1_+163_g4	C17orf59	732	563	585	586
C17orf59_TSS1_+425_g5	C17orf59	397	371	654	375
C17orf62_TSS1_-269_g1	C17orf62	244	322	233	293
C17orf62_TSS1_-62_g2	C17orf62	270	167	146	223
C17orf62_TSS1_+14_g3	C17orf62	155	133	195	249
C17orf62_TSS1_+160_g4	C17orf62	342	237	253	214
C17orf62_TSS1_+404_g5	C17orf62	210	230	226	277
C17orf64_TSS1_-255_g1	C17orf64	258	393	509	307
C17orf64_TSS1_-65_g2	C17orf64	395	622	521	450
C17orf64_TSS1_+17_g3	C17orf64	638	523	502	486
C17orf64_TSS1_+150_g4	C17orf64	401	549	450	317
C17orf64_TSS1_+422_g5	C17orf64	379	444	434	382
C17orf66_TSS1_-264_g1	C17orf66	449	425	919	470
C17orf66_TSS1_-99_g2	C17orf66	580	733	639	494
C17orf66_TSS1_+23_g3	C17orf66	360	453	425	327
C17orf66_TSS1_+137_g4	C17orf66	406	523	357	284
C17orf66_TSS1_+402_g5	C17orf66	631	519	750	477
C17orf67_TSS1_-233_g1	C17orf67	400	415	369	376
C17orf67_TSS1_-63_g2	C17orf67	312	572	473	437
C17orf67_TSS1_+21_g3	C17orf67	369	348	357	520
C17orf67_TSS1_+161_g4	C17orf67	387	345	216	499
C17orf67_TSS1_+426_g5	C17orf67	256	310	359	275
C17orf70_TSS1_-263_g1	C17orf70	963	1048	735	1071
C17orf70_TSS1_-63_g2	C17orf70	807	748	618	731
C17orf70_TSS1_+10_g3	C17orf70	752	539	362	449
C17orf70_TSS1_+140_g4	C17orf70	561	589	367	548
C17orf70_TSS1_+420_g5	C17orf70	747	829	467	508
C17orf72_TSS1_-253_g1	C17orf72	120	160	253	156
C17orf72_TSS1_-78_g2	C17orf72	168	111	87	127
C17orf72_TSS1_+45_g3	C17orf72	193	199	128	125
C17orf72_TSS1_+137_g4	C17orf72	219	297	124	170
C17orf72_TSS1_+430_g5	C17orf72	220	173	446	180
C17orf74_TSS1_-232_g1	C17orf74	656	546	484	750
C17orf74_TSS1_-76_g2	C17orf74	439	369	702	288
C17orf74_TSS1_+38_g3	C17orf74	331	350	333	364
C17orf74_TSS1_+163_g4	C17orf74	495	339	363	492
C17orf74_TSS1_+403_g5	C17orf74	799	489	673	504
C17orf75_TSS1_-231_g1	C17orf75	372	277	376	708
C17orf75_TSS1_-70_g2	C17orf75	414	500	410	359
C17orf75_TSS1_+44_g3	C17orf75	406	491	421	278
C17orf75_TSS1_+168_g4	C17orf75	408	375	594	347
