sgRNA	Gene	DMSO_rep1	DMSO_rep2	Drug_rep1	Drug_rep2
C10orf90_TSS1_-104_g3	C10orf90	575	376	757	459
C10orf90_TSS1_+44_g4	C10orf90	520	409	530	241
C10orf90_TSS1_+158_g5	C10orf90	350	349	424	342
C10orf95_TSS1_-350_g1	C10orf95	322	446	629	207
C10orf95_TSS1_-240_g2	C10orf95	343	538	339	294
C10orf95_TSS1_-95_g3	C10orf95	671	333	704	481
C10orf95_TSS1_+40_g4	C10orf95	462	475	490	405
C10orf95_TSS1_+155_g5	C10orf95	391	637	480	546
C10orf99_TSS1_-339_g1	C10orf99	203	181	171	166
C10orf99_TSS1_-214_g2	C10orf99	148	109	203	81
C10orf99_TSS1_-107_g3	C10orf99	230	217	195	314
C10orf99_TSS1_+21_g4	C10orf99	152	171	142	150
C10orf99_TSS1_+185_g5	C10orf99	180	220	250	266
C11orf1_TSS1_-336_g1	C11orf1	203	263	206	120
C11orf1_TSS1_-220_g2	C11orf1	336	349	374	339
C11orf1_TSS1_-104_g3	C11orf1	174	200	362	340
C11orf1_TSS1_+50_g4	C11orf1	376	314	289	296
C11orf1_TSS1_+187_g5	C11orf1	138	278	272	371
C11orf21_TSS1_-366_g1	C11orf21	527	311	250	298
C11orf21_TSS1_-205_g2	C11orf21	354	386	250	311
C11orf21_TSS1_-107_g3	C11orf21	350	462	365	383
C11orf21_TSS1_+37_g4	C11orf21	237	372	152	371
C11orf21_TSS1_+185_g5	C11orf21	272	171	162	424
C11orf24_TSS1_-365_g1	C11orf24	516	549	467	630
C11orf24_TSS1_-245_g2	C11orf24	636	301	555	377
C11orf24_TSS1_-119_g3	C11orf24	773	561	703	387
C11orf24_TSS1_+16_g4	C11orf24	756	600	514	615
C11orf24_TSS1_+171_g5	C11orf24	870	486	454	622
C11orf30_TSS1_-363_g1	C11orf30	355	373	290	295
C11orf30_TSS1_-239_g2	C11orf30	256	283	328	245
C11orf30_TSS1_-100_g3	C11orf30	237	417	316	205
C11orf30_TSS1_+54_g4	C11orf30	384	387	491	292
C11orf30_TSS1_+199_g5	C11orf30	245	372	362	301
C11orf31_TSS1_-348_g1	C11orf31	726	560	460	664
C11orf31_TSS1_-220_g2	C11orf31	836	904	687	733
C11orf31_TSS1_-101_g3	C11orf31	1096	587	873	705
C11orf31_TSS1_+48_g4	C11orf31	991	769	978	1176
C11orf31_TSS1_+202_g5	C11orf31	1144	886	725	831
C11orf35_TSS1_-358_g1	C11orf35	453	362	541	690
C11orf35_TSS1_-229_g2	C11orf35	550	626	592	687
C11orf35_TSS1_-112_g3	C11orf35	293	637	714	469
C11orf35_TSS1_+39_g4	C11orf35	504	503	869	600
C11orf35_TSS1_+169_g5	C11orf35	683	718	506	610
C11orf42_TSS1_-339_g1	C11orf42	545	251	401	478
C11orf42_TSS1_-245_g2	C11orf42	746	657	664	729
C11orf42_TSS1_-129_g3	C11orf42	400	397	499	359
C11orf42_TSS1_+53_g4	C11orf42	358	391	484	358
C11orf42_TSS1_+189_g5	C11orf42	630	671	829	735
C11orf45_TSS1_-328_g1	C11orf45	558	659	622	863
C11orf45_TSS1_-213_g2	C11orf45	1179	1297	897	846
C11orf45_TSS1_-145_g3	C11orf45	561	1305	565	931
C11orf45_TSS1_+62_g4	C11orf45	1067	1193	850	959
C11orf45_TSS1_+157_g5	C11orf45	759	578	1046	1063
C11orf48_TSS1_-375_g1	C11orf48	345	497	516	802
C11orf48_TSS1_-215_g2	C11orf48	663	631	583	436
C11orf48_TSS1_-143_g3	C11orf48	556	715	408	640
C11orf48_TSS1_+49_g4	C11orf48	536	372	474	475
C11orf48_TSS1_+190_g5	C11orf48	549	359	369	326
C11orf49_TSS1_-339_g1	C11orf49	369	538	630	416
C11orf49_TSS1_-218_g2	C11orf49	267	273	415	436
C11orf49_TSS1_-130_g3	C11orf49	490	392	566	351
C11orf49_TSS1_+59_g4	C11orf49	369	306	270	372
C11orf49_TSS1_+186_g5	C11orf49	487	404	659	329
C11orf52_TSS1_-374_g1	C11orf52	457	333	384	310
C11orf52_TSS1_-229_g2	C11orf52	361	436	457	336
C11orf52_TSS1_-110_g3	C11orf52	587	320	444	388
C11orf52_TSS1_+19_g4	C11orf52	420	573	558	325
C11orf52_TSS1_+157_g5	C11orf52	452	414	506	428
C11orf53_TSS1_-357_g1	C11orf53	383	416	445	590
C11orf53_TSS1_-215_g2	C11orf53	1153	799	823	860
C11orf53_TSS1_-110_g3	C11orf53	744	877	550	604
C11orf53_TSS1_+23_g4	C11orf53	530	488	718	544
C11orf53_TSS1_+158_g5	C11orf53	1059	700	542	1140
C11orf54_TSS1_-345_g1	C11orf54	209	227	221	167
C11orf54_TSS1_-196_g2	C11orf54	177	243	255	132
C11orf54_TSS1_-127_g3	C11orf54	207	178	242	296
C11orf54_TSS1_+61_g4	C11orf54	148	183	192	115
C11orf54_TSS1_+204_g5	C11orf54	196	236	273	354
C11orf57_TSS1_-348_g1	C11orf57	322	286	510	330
C11orf57_TSS1_-242_g2	C11orf57	316	531	391	240
C11orf57_TSS1_-111_g3	C11orf57	391	415	394	377
C11orf57_TSS1_+46_g4	C11orf57	493	433	468	480
C11orf57_TSS1_+175_g5	C11orf57	234	274	342	306
C11orf58_TSS1_-363_g1	C11orf58	459	500	440	346
C11orf58_TSS1_-223_g2	C11orf58	615	565	487	479
C11orf58_TSS1_-98_g3	C11orf58	359	337	494	517
C11orf58_TSS1_+42_g4	C11orf58	584	532	422	363
C11orf58_TSS1_+202_g5	C11orf58	493	786	485	361
C11orf63_TSS1_-339_g1	C11orf63	808	914	581	466
C11orf63_TSS1_-221_g2	C11orf63	1272	1790	900	793
C11orf63_TSS1_-112_g3	C11orf63	742	772	1280	1004
C11orf63_TSS1_+47_g4	C11orf63	819	448	459	558
C11orf63_TSS1_+202_g5	C11orf63	1154	497	748	790
C11orf65_TSS1_-346_g1	C11orf65	1077	701	664	611
C11orf65_TSS1_-205_g2	C11orf65	822	967	918	1042
C11orf65_TSS1_-119_g3	C11orf65	583	571	688	667
C11orf65_TSS1_+41_g4	C11orf65	746	542	929	564
C11orf65_TSS1_+172_g5	C11orf65	732	1127	672	678
C11orf68_TSS1_-373_g1	C11orf68	488	209	376	359
C11orf68_TSS1_-220_g2	C11orf68	268	339	333	236
C11orf68_TSS1_-128_g3	C11orf68	364	295	404	274
C11orf68_TSS1_+53_g4	C11orf68	269	214	292	254
C11orf68_TSS1_+159_g5	C11orf68	413	404	278	484
C11orf70_TSS1_-338_g1	C11orf70	280	338	380	507
C11orf70_TSS1_-209_g2	C11orf70	302	199	193	190
C11orf70_TSS1_-144_g3	C11orf70	252	192	212	95
C11orf70_TSS1_+58_g4	C11orf70	314	566	358	416
C11orf70_TSS1_+159_g5	C11orf70	423	231	353	292
C11orf71_TSS1_-375_g1	C11orf71	216	234	224	325
C11orf71_TSS1_-206_g2	C11orf71	223	283	281	226
C11orf71_TSS1_-127_g3	C11orf71	230	159	213	334
C11orf71_TSS1_+47_g4	C11orf71	334	259	163	300
C11orf71_TSS1_+198_g5	C11orf71	303	249	325	239
C11orf74_TSS1_-357_g1	C11orf74	749	1149	1096	662
C11orf74_TSS1_-224_g2	C11orf74	668	626	995	656
C11orf74_TSS1_-143_g3	C11orf74	809	750	602	643
C11orf74_TSS1_+60_g4	C11orf74	783	797	550	1105
C11orf74_TSS1_+196_g5	C11orf74	794	923	967	1319
C11orf80_TSS1_-373_g1	C11orf80	834	503	851	417
C11orf80_TSS1_-243_g2	C11orf80	656	890	709	717
C11orf80_TSS1_-110_g3	C11orf80	1199	1047	833	1139
C11orf80_TSS1_+53_g4	C11orf80	783	863	541	1024
C11orf80_TSS1_+196_g5	C11orf80	770	610	617	547
C11orf82_TSS1_-353_g1	C11orf82	201	270	295	301
C11orf82_TSS1_-195_g2	C11orf82	231	182	127	284
C11orf82_TSS1_-117_g3	C11orf82	235	233	316	210
C11orf82_TSS1_+48_g4	C11orf82	245	321	249	223
C11orf82_TSS1_+155_g5	C11orf82	246	194	170	291
C11orf83_TSS1_-333_g1	C11orf83	570	569	739	673
C11orf83_TSS1_-229_g2	C11orf83	995	609	589	418
C11orf83_TSS1_-123_g3	C11orf83	667	749	681	692
C11orf83_TSS1_+65_g4	C11orf83	904	652	851	823
C11orf83_TSS1_+162_g5	C11orf83	550	794	533	469
C11orf84_TSS1_-375_g1	C11orf84	642	459	559	722
C11orf84_TSS1_-218_g2	C11orf84	871	1045	918	996
C11orf84_TSS1_-108_g3	C11orf84	1023	597	748	846
C11orf84_TSS1_+55_g4	C11orf84	648	690	543	423
C11orf84_TSS1_+203_g5	C11orf84	492	650	487	540
C11orf85_TSS1_-344_g1	C11orf85	439	744	654	468
C11orf85_TSS1_-209_g2	C11orf85	883	680	426	848
C11orf85_TSS1_-118_g3	C11orf85	838	884	631	940
C11orf85_TSS1_+30_g4	C11orf85	1599	1042	715	1590
C11orf85_TSS1_+193_g5	C11orf85	620	636	554	816
C11orf86_TSS1_-352_g1	C11orf86	597	505	621	1162
C11orf86_TSS1_-244_g2	C11orf86	882	732	838	730
C11orf86_TSS1_-129_g3	C11orf86	675	735	1117	601
C11orf86_TSS1_+36_g4	C11orf86	682	795	539	594
C11orf86_TSS1_+158_g5	C11orf86	371	383	592	674
C11orf88_TSS1_-357_g1	C11orf88	331	338	422	263
C11orf88_TSS1_-202_g2	C11orf88	293	244	383	270
C11orf88_TSS1_-122_g3	C11orf88	381	359	373	257
C11orf88_TSS1_+29_g4	C11orf88	388	368	197	258
C11orf88_TSS1_+176_g5	C11orf88	251	255	258	250
C11orf91_TSS1_-338_g1	C11orf91	995	948	970	1059
C11orf91_TSS1_-196_g2	C11orf91	1009	2035	1169	1327
C11orf91_TSS1_-145_g3	C11orf91	1116	813	954	830
C11orf91_TSS1_+55_g4	C11orf91	765	712	862	857
C11orf91_TSS1_+171_g5	C11orf91	784	796	555	726
C11orf93_TSS1_-329_g1	C11orf93	256	269	287	254
C11orf93_TSS1_-227_g2	C11orf93	214	223	180	278
C11orf93_TSS1_-102_g3	C11orf93	347	259	294	424
C11orf93_TSS1_+51_g4	C11orf93	210	145	202	188
C11orf93_TSS1_+205_g5	C11orf93	147	147	135	191
C11orf95_TSS1_-344_g1	C11orf95	340	746	479	585
C11orf95_TSS1_-206_g2	C11orf95	731	441	1003	357
C11orf95_TSS1_-95_g3	C11orf95	298	477	251	452
C11orf95_TSS1_+56_g4	C11orf95	463	669	330	582
C11orf95_TSS1_+172_g5	C11orf95	444	543	390	664
C11orf96_TSS1_-326_g1	C11orf96	630	661	608	475
C11orf96_TSS1_-221_g2	C11orf96	819	595	370	429
C11orf96_TSS1_-106_g3	C11orf96	395	479	640	562
C11orf96_TSS1_+56_g4	C11orf96	558	387	476	546
C11orf96_TSS1_+180_g5	C11orf96	844	882	811	600
C12orf10_TSS1_-368_g1	C12orf10	538	416	531	423
C12orf10_TSS1_-216_g2	C12orf10	216	290	159	422
C12orf10_TSS1_-132_g3	C12orf10	232	301	268	182
C12orf10_TSS1_+29_g4	C12orf10	275	438	304	329
C12orf10_TSS1_+200_g5	C12orf10	263	318	304	337
C12orf23_TSS1_-358_g1	C12orf23	479	303	258	259
C12orf23_TSS1_-214_g2	C12orf23	315	433	295	632
C12orf23_TSS1_-127_g3	C12orf23	319	335	217	247
C12orf23_TSS1_+59_g4	C12orf23	311	184	169	264
C12orf23_TSS1_+202_g5	C12orf23	260	277	443	268
C12orf29_TSS1_-369_g1	C12orf29	368	673	655	478
C12orf29_TSS1_-225_g2	C12orf29	605	424	419	571
C12orf29_TSS1_-143_g3	C12orf29	936	486	384	486
C12orf29_TSS1_+40_g4	C12orf29	699	690	463	328
C12orf29_TSS1_+202_g5	C12orf29	563	534	587	478
C12orf39_TSS1_-361_g1	C12orf39	475	608	655	402
C12orf39_TSS1_-208_g2	C12orf39	374	325	360	379
C12orf39_TSS1_-126_g3	C12orf39	551	495	887	359
C12orf39_TSS1_+45_g4	C12orf39	346	359	338	291
C12orf39_TSS1_+156_g5	C12orf39	363	473	526	418
C12orf4_TSS1_-341_g1	C12orf4	273	205	256	250
C12orf4_TSS1_-218_g2	C12orf4	325	438	270	250
C12orf4_TSS1_-96_g3	C12orf4	317	364	441	346
C12orf4_TSS1_+15_g4	C12orf4	234	161	350	246
C12orf4_TSS1_+170_g5	C12orf4	727	448	377	307
C12orf42_TSS1_-359_g1	C12orf42	518	406	283	475
C12orf42_TSS1_-243_g2	C12orf42	328	422	532	320
C12orf42_TSS1_-144_g3	C12orf42	391	268	327	371
C12orf42_TSS1_+15_g4	C12orf42	451	389	270	518
C12orf42_TSS1_+178_g5	C12orf42	440	364	406	448
C12orf43_TSS1_-371_g1	C12orf43	223	185	230	189
C12orf43_TSS1_-211_g2	C12orf43	239	230	310	148
C12orf43_TSS1_-125_g3	C12orf43	213	161	307	164
C12orf43_TSS1_+62_g4	C12orf43	182	196	253	184
C12orf43_TSS1_+179_g5	C12orf43	96	150	106	123
C12orf44_TSS1_-329_g1	C12orf44	406	604	274	658
C12orf44_TSS1_-215_g2	C12orf44	488	764	737	806
C12orf44_TSS1_-101_g3	C12orf44	897	664	848	1045
C12orf44_TSS1_+59_g4	C12orf44	441	393	392	553
C12orf44_TSS1_+203_g5	C12orf44	826	701	789	515
C12orf45_TSS1_-363_g1	C12orf45	557	554	590	505
C12orf45_TSS1_-222_g2	C12orf45	653	763	996	601
C12orf45_TSS1_-135_g3	C12orf45	364	658	536	544
C12orf45_TSS1_+63_g4	C12orf45	684	958	811	805
C12orf45_TSS1_+156_g5	C12orf45	962	571	393	386
C12orf49_TSS1_-354_g1	C12orf49	356	205	259	300
C12orf49_TSS1_-223_g2	C12orf49	170	273	276	306
C12orf49_TSS1_-145_g3	C12orf49	257	240	357	283
C12orf49_TSS1_+26_g4	C12orf49	449	237	476	289
C12orf49_TSS1_+204_g5	C12orf49	278	280	179	335
C12orf5_TSS1_-358_g1	C12orf5	543	524	498	532
C12orf5_TSS1_-212_g2	C12orf5	711	891	624	615
C12orf5_TSS1_-96_g3	C12orf5	443	376	626	452
C12orf5_TSS1_+20_g4	C12orf5	411	678	507	488
C12orf5_TSS1_+179_g5	C12orf5	349	387	490	554
C12orf50_TSS1_-330_g1	C12orf50	185	201	330	117
C12orf50_TSS1_-234_g2	C12orf50	191	238	264	317
C12orf50_TSS1_-109_g3	C12orf50	134	133	161	127
C12orf50_TSS1_+52_g4	C12orf50	190	243	216	431
C12orf50_TSS1_+162_g5	C12orf50	188	134	123	145
C12orf52_TSS1_-329_g1	C12orf52	128	116	144	173
C12orf52_TSS1_-216_g2	C12orf52	112	196	115	200
C12orf52_TSS1_-97_g3	C12orf52	156	206	125	106
C12orf52_TSS1_+50_g4	C12orf52	154	235	153	176
C12orf52_TSS1_+159_g5	C12orf52	209	240	257	221
C12orf54_TSS1_-349_g1	C12orf54	1058	601	4672	1802
C12orf54_TSS1_-225_g2	C12orf54	700	698	3932	4424
C12orf54_TSS1_-142_g3	C12orf54	966	752	4503	2179
C12orf54_TSS1_+30_g4	C12orf54	1317	1243	1379	2168
C12orf54_TSS1_+194_g5	C12orf54	544	626	850	652
C12orf56_TSS1_-346_g1	C12orf56	511	654	670	548
C12orf56_TSS1_-197_g2	C12orf56	840	758	449	706
C12orf56_TSS1_-101_g3	C12orf56	374	621	908	797
C12orf56_TSS1_+35_g4	C12orf56	735	416	578	434
C12orf56_TSS1_+170_g5	C12orf56	516	828	562	585
C12orf57_TSS1_-365_g1	C12orf57	330	248	636	360
C12orf57_TSS1_-243_g2	C12orf57	220	439	352	436
C12orf57_TSS1_-99_g3	C12orf57	338	458	367	349
C12orf57_TSS1_+49_g4	C12orf57	517	531	179	180
C12orf57_TSS1_+180_g5	C12orf57	351	338	224	457
C12orf60_TSS1_-340_g1	C12orf60	1765	1093	1320	668
C12orf60_TSS1_-223_g2	C12orf60	948	614	1133	1124
C12orf60_TSS1_-121_g3	C12orf60	861	532	641	814
C12orf60_TSS1_+53_g4	C12orf60	817	1039	704	908
C12orf60_TSS1_+166_g5	C12orf60	535	507	745	486
C12orf65_TSS1_-351_g1	C12orf65	313	254	308	387
C12orf65_TSS1_-244_g2	C12orf65	672	501	448	469
C12orf65_TSS1_-105_g3	C12orf65	350	400	563	293
C12orf65_TSS1_+20_g4	C12orf65	455	494	326	357
C12orf65_TSS1_+170_g5	C12orf65	304	356	520	400
C12orf66_TSS1_-348_g1	C12orf66	449	386	696	822
C12orf66_TSS1_-201_g2	C12orf66	241	275	1092	996
C12orf66_TSS1_-124_g3	C12orf66	313	391	927	999
C12orf66_TSS1_+64_g4	C12orf66	313	230	255	308
C12orf66_TSS1_+172_g5	C12orf66	506	403	306	360
C12orf68_TSS1_-358_g1	C12orf68	785	880	772	414
C12orf68_TSS1_-223_g2	C12orf68	943	695	552	893
C12orf68_TSS1_-122_g3	C12orf68	594	950	744	1095
C12orf68_TSS1_+61_g4	C12orf68	486	545	632	521
C12orf68_TSS1_+202_g5	C12orf68	787	707	755	541
C12orf73_TSS1_-331_g1	C12orf73	502	279	441	365
C12orf73_TSS1_-231_g2	C12orf73	243	283	311	333
C12orf73_TSS1_-115_g3	C12orf73	253	441	257	221
C12orf73_TSS1_+56_g4	C12orf73	224	348	479	189
C12orf73_TSS1_+169_g5	C12orf73	322	438	294	365
C12orf75_TSS1_-328_g1	C12orf75	562	440	391	423
C12orf75_TSS1_-239_g2	C12orf75	408	618	435	642
C12orf75_TSS1_-143_g3	C12orf75	808	609	1080	718
C12orf75_TSS1_+45_g4	C12orf75	524	703	651	471
C12orf75_TSS1_+200_g5	C12orf75	529	328	350	492
C12orf76_TSS1_-348_g1	C12orf76	312	377	303	288
C12orf76_TSS1_-210_g2	C12orf76	556	480	1021	503
C12orf76_TSS1_-127_g3	C12orf76	394	339	342	504
C12orf76_TSS1_+38_g4	C12orf76	416	397	305	544
C12orf76_TSS1_+189_g5	C12orf76	286	444	435	329
C13orf45_TSS1_-329_g1	C13orf45	245	234	329	402
C13orf45_TSS1_-205_g2	C13orf45	124	303	254	318
C13orf45_TSS1_-118_g3	C13orf45	261	235	379	221
C13orf45_TSS1_+55_g4	C13orf45	242	280	245	249
C13orf45_TSS1_+193_g5	C13orf45	315	229	274	333
C14orf1_TSS1_-341_g1	C14orf1	677	465	1002	787
C14orf1_TSS1_-241_g2	C14orf1	452	453	673	629
C14orf1_TSS1_-137_g3	C14orf1	266	596	525	813
C14orf1_TSS1_+58_g4	C14orf1	738	714	638	609
C14orf1_TSS1_+199_g5	C14orf1	346	347	274	300
C14orf105_TSS1_-338_g1	C14orf105	697	485	735	924
C14orf105_TSS1_-234_g2	C14orf105	783	978	854	813
C14orf105_TSS1_-105_g3	C14orf105	605	504	586	726
C14orf105_TSS1_+35_g4	C14orf105	499	518	519	236
C14orf105_TSS1_+165_g5	C14orf105	627	967	646	752
C14orf119_TSS1_-367_g1	C14orf119	862	687	882	1170
C14orf119_TSS1_-210_g2	C14orf119	601	601	627	326
C14orf119_TSS1_-108_g3	C14orf119	673	541	535	477
C14orf119_TSS1_+25_g4	C14orf119	932	787	689	725
C14orf119_TSS1_+188_g5	C14orf119	914	712	646	694
C14orf132_TSS1_-360_g1	C14orf132	245	307	234	228
C14orf132_TSS1_-205_g2	C14orf132	233	257	316	359
C14orf132_TSS1_-101_g3	C14orf132	210	180	157	151
C14orf132_TSS1_+55_g4	C14orf132	343	166	327	195
C14orf132_TSS1_+181_g5	C14orf132	338	306	395	385
C14orf142_TSS1_-353_g1	C14orf142	210	408	386	264
C14orf142_TSS1_-201_g2	C14orf142	113	204	305	159
C14orf142_TSS1_-143_g3	C14orf142	260	250	171	128
C14orf142_TSS1_+64_g4	C14orf142	380	265	233	321
C14orf142_TSS1_+166_g5	C14orf142	181	208	195	195
C14orf159_TSS1_-326_g1	C14orf159	982	754	1013	827
C14orf159_TSS1_-232_g2	C14orf159	582	475	629	404
C14orf159_TSS1_-142_g3	C14orf159	480	863	729	644
C14orf159_TSS1_+32_g4	C14orf159	783	864	558	596
C14orf159_TSS1_+166_g5	C14orf159	847	492	767	638
C14orf166_TSS1_-342_g1	C14orf166	172	225	198	254
C14orf166_TSS1_-244_g2	C14orf166	188	160	201	186
C14orf166_TSS1_-100_g3	C14orf166	162	276	223	187
C14orf166_TSS1_+34_g4	C14orf166	229	313	224	215
C14orf166_TSS1_+168_g5	C14orf166	169	137	171	247
C14orf166B_TSS1_-327_g1	C14orf166B	152	136	209	147
C14orf166B_TSS1_-211_g2	C14orf166B	87	83	114	67
C14orf166B_TSS1_-121_g3	C14orf166B	238	200	152	229
C14orf166B_TSS1_+50_g4	C14orf166B	223	216	150	239
C14orf166B_TSS1_+168_g5	C14orf166B	136	121	167	140
C14orf169_TSS1_-375_g1	C14orf169	216	164	160	167
C14orf169_TSS1_-224_g2	C14orf169	169	165	224	187
C14orf169_TSS1_-109_g3	C14orf169	204	139	184	212
C14orf169_TSS1_+53_g4	C14orf169	166	111	230	166
C14orf169_TSS1_+193_g5	C14orf169	145	165	134	112
C14orf180_TSS1_-353_g1	C14orf180	127	166	147	138
C14orf180_TSS1_-212_g2	C14orf180	199	234	224	158
C14orf180_TSS1_-127_g3	C14orf180	229	270	157	260
C14orf180_TSS1_+60_g4	C14orf180	218	344	208	306
C14orf180_TSS1_+186_g5	C14orf180	191	248	229	292
C14orf183_TSS1_-360_g1	C14orf183	515	543	363	333
C14orf183_TSS1_-236_g2	C14orf183	666	647	534	849
C14orf183_TSS1_-127_g3	C14orf183	804	787	740	946
C14orf183_TSS1_+39_g4	C14orf183	377	461	754	503
C14orf183_TSS1_+191_g5	C14orf183	497	694	479	416
C14orf2_TSS1_-340_g1	C14orf2	327	430	589	610
C14orf2_TSS1_-231_g2	C14orf2	285	403	330	442
C14orf2_TSS1_-98_g3	C14orf2	393	366	511	344
C14orf2_TSS1_+63_g4	C14orf2	455	341	252	657
C14orf2_TSS1_+157_g5	C14orf2	563	321	417	322
C14orf28_TSS1_-361_g1	C14orf28	853	1121	820	894
C14orf28_TSS1_-230_g2	C14orf28	973	740	509	652
C14orf28_TSS1_-103_g3	C14orf28	739	837	597	877
C14orf28_TSS1_+27_g4	C14orf28	728	724	716	575
C14orf28_TSS1_+170_g5	C14orf28	1431	799	1299	1028
C14orf37_TSS1_-342_g1	C14orf37	1185	776	883	838
C14orf37_TSS1_-238_g2	C14orf37	507	519	377	949
C14orf37_TSS1_-123_g3	C14orf37	756	562	572	837
C14orf37_TSS1_+62_g4	C14orf37	1009	691	1067	915
C14orf37_TSS1_+155_g5	C14orf37	681	802	471	822
C14orf79_TSS1_-334_g1	C14orf79	529	412	587	566
C14orf79_TSS1_-233_g2	C14orf79	523	386	513	663
C14orf79_TSS1_-101_g3	C14orf79	591	740	772	524
C14orf79_TSS1_+32_g4	C14orf79	366	472	411	432
C14orf79_TSS1_+202_g5	C14orf79	442	283	450	462
C14orf80_TSS1_-338_g1	C14orf80	151	222	263	167
C14orf80_TSS1_-223_g2	C14orf80	192	192	134	100
C14orf80_TSS1_-145_g3	C14orf80	194	210	142	167
C14orf80_TSS1_+37_g4	C14orf80	90	194	112	132
C14orf80_TSS1_+200_g5	C14orf80	161	163	152	204
C14orf93_TSS1_-368_g1	C14orf93	697	546	306	506
C14orf93_TSS1_-203_g2	C14orf93	361	267	533	303
C14orf93_TSS1_-113_g3	C14orf93	529	346	535	513
C14orf93_TSS1_+28_g4	C14orf93	254	323	283	399
C14orf93_TSS1_+172_g5	C14orf93	597	465	502	651
C15orf26_TSS1_-359_g1	C15orf26	778	678	745	1020
C15orf26_TSS1_-243_g2	C15orf26	524	691	567	800
C15orf26_TSS1_-143_g3	C15orf26	556	394	444	581
C15orf26_TSS1_+16_g4	C15orf26	634	554	499	369
C15orf26_TSS1_+202_g5	C15orf26	513	1024	488	700
C15orf27_TSS1_-359_g1	C15orf27	418	308	362	492
C15orf27_TSS1_-221_g2	C15orf27	481	369	392	260
C15orf27_TSS1_-114_g3	C15orf27	336	302	419	483
C15orf27_TSS1_+21_g4	C15orf27	490	378	520	585
C15orf27_TSS1_+168_g5	C15orf27	394	383	440	713
C15orf38_TSS1_-359_g1	C15orf38	313	366	322	430
C15orf38_TSS1_-230_g2	C15orf38	531	175	378	371
C15orf38_TSS1_-111_g3	C15orf38	582	540	492	451
C15orf38_TSS1_+62_g4	C15orf38	302	302	507	244
C15orf38_TSS1_+202_g5	C15orf38	297	359	335	419
C15orf39_TSS1_-368_g1	C15orf39	212	268	244	226
C15orf39_TSS1_-224_g2	C15orf39	217	185	226	192
C15orf39_TSS1_-109_g3	C15orf39	229	238	150	118
C15orf39_TSS1_+27_g4	C15orf39	185	169	162	224
C15orf39_TSS1_+198_g5	C15orf39	242	290	236	351
C15orf40_TSS1_-332_g1	C15orf40	505	720	461	611
C15orf40_TSS1_-200_g2	C15orf40	638	543	603	455
C15orf40_TSS1_-121_g3	C15orf40	558	691	810	678
C15orf40_TSS1_+50_g4	C15orf40	807	753	427	597
C15orf40_TSS1_+192_g5	C15orf40	572	753	559	1068
C15orf41_TSS1_-373_g1	C15orf41	419	277	346	336
C15orf41_TSS1_-211_g2	C15orf41	490	415	505	286
C15orf41_TSS1_-111_g3	C15orf41	386	358	238	255
C15orf41_TSS1_+50_g4	C15orf41	504	398	483	569
C15orf41_TSS1_+176_g5	C15orf41	294	186	250	315
C15orf43_TSS1_-373_g1	C15orf43	1294	863	1723	926
C15orf43_TSS1_-225_g2	C15orf43	474	442	359	328
C15orf43_TSS1_-112_g3	C15orf43	1388	859	892	787
C15orf43_TSS1_+20_g4	C15orf43	619	653	792	430
C15orf43_TSS1_+200_g5	C15orf43	908	1133	966	1068
C15orf48_TSS1_-362_g1	C15orf48	714	701	528	819
C15orf48_TSS1_-229_g2	C15orf48	932	559	786	1017
C15orf48_TSS1_-96_g3	C15orf48	1040	876	790	622
C15orf48_TSS1_+65_g4	C15orf48	1177	1598	784	840
C15orf48_TSS1_+180_g5	C15orf48	510	664	786	330
C15orf52_TSS1_-357_g1	C15orf52	1175	457	629	741
C15orf52_TSS1_-233_g2	C15orf52	818	619	1129	426
C15orf52_TSS1_-125_g3	C15orf52	878	1095	884	998
C15orf52_TSS1_+60_g4	C15orf52	659	581	465	529
C15orf52_TSS1_+199_g5	C15orf52	938	960	875	586
C15orf54_TSS1_-346_g1	C15orf54	503	320	273	351
C15orf54_TSS1_-208_g2	C15orf54	290	388	215	230
C15orf54_TSS1_-144_g3	C15orf54	231	253	338	278
C15orf54_TSS1_+48_g4	C15orf54	350	371	461	359
C15orf54_TSS1_+191_g5	C15orf54	312	177	300	197
C15orf56_TSS1_-375_g1	C15orf56	710	574	773	856
C15orf56_TSS1_-213_g2	C15orf56	447	625	645	545
C15orf56_TSS1_-95_g3	C15orf56	620	473	453	616
C15orf56_TSS1_+30_g4	C15orf56	1228	701	1301	1200
C15orf56_TSS1_+173_g5	C15orf56	646	1245	816	986
C15orf57_TSS1_-362_g1	C15orf57	296	294	321	350
C15orf57_TSS1_-203_g2	C15orf57	189	353	275	185
C15orf57_TSS1_-112_g3	C15orf57	129	168	233	201
C15orf57_TSS1_+41_g4	C15orf57	420	292	328	251
C15orf57_TSS1_+185_g5	C15orf57	267	358	271	274
C15orf60_TSS1_-338_g1	C15orf60	496	468	457	422
C15orf60_TSS1_-239_g2	C15orf60	471	681	621	567
C15orf60_TSS1_-145_g3	C15orf60	902	722	735	476
C15orf60_TSS1_+15_g4	C15orf60	678	622	596	573
C15orf60_TSS1_+161_g5	C15orf60	319	373	539	221
C15orf61_TSS1_-361_g1	C15orf61	182	184	126	116
C15orf61_TSS1_-209_g2	C15orf61	311	333	419	261
C15orf61_TSS1_-130_g3	C15orf61	132	166	232	136
